country,essround,year,stfeco_value,share
NL,1,2002.0,8,0.07994114762138303
NL,1,2002.0,9,0.013241785188818049
NL,1,2002.0,10,0.004904364884747425
NL,1,2002.0,88,0.011770475723393821
NL,1,2003.0,0,0.027692307692307693
NL,1,2003.0,1,0.015384615384615385
NL,1,2003.0,2,0.036923076923076927
NL,1,2003.0,3,0.07384615384615385
NL,1,2003.0,4,0.12
NL,1,2003.0,5,0.22153846153846155
NL,1,2003.0,6,0.24
NL,1,2003.0,7,0.19384615384615383
NL,1,2003.0,8,0.055384615384615386
NL,1,2003.0,9,0.006153846153846154
NL,1,2003.0,10,0.003076923076923077
NL,1,2003.0,88,0.006153846153846154
NL,2,2004.0,0,0.02463382157123835
NL,2,2004.0,1,0.02463382157123835
NL,2,2004.0,2,0.047936085219707054
NL,2,2004.0,3,0.09786950732356857
NL,2,2004.0,4,0.15046604527296936
NL,2,2004.0,5,0.20905459387483355
NL,2,2004.0,6,0.21770972037283623
NL,2,2004.0,7,0.14980026631158455
NL,2,2004.0,8,0.05392809587217044
NL,2,2004.0,9,0.008655126498002663
NL,2,2004.0,10,0.0013315579227696406
NL,2,2004.0,77,0.0013315579227696406
NL,2,2004.0,88,0.012649800266311585
NL,2,2005.0,0,0.0316622691292876
NL,2,2005.0,1,0.026385224274406333
NL,2,2005.0,2,0.044854881266490766
NL,2,2005.0,3,0.12137203166226913
NL,2,2005.0,4,0.17941952506596306
NL,2,2005.0,5,0.17678100263852242
NL,2,2005.0,6,0.22691292875989447
NL,2,2005.0,7,0.11609498680738786
NL,2,2005.0,8,0.06596306068601583
NL,2,2005.0,9,0.002638522427440633
NL,2,2005.0,10,0.002638522427440633
NL,2,2005.0,88,0.005277044854881266
NO,1,2002.0,0,0.012213740458015267
NO,1,2002.0,1,0.011704834605597965
NO,1,2002.0,2,0.03969465648854962
NO,1,2002.0,3,0.08549618320610687
NO,1,2002.0,4,0.09465648854961832
NO,1,2002.0,5,0.15114503816793892
NO,1,2002.0,6,0.13791348600508907
NO,1,2002.0,7,0.17302798982188294
NO,1,2002.0,8,0.17913486005089058
NO,1,2002.0,9,0.0743002544529262
NO,1,2002.0,10,0.036132315521628496
NO,1,2002.0,88,0.004580152671755725
NO,1,2003.0,0,0.014084507042253521
NO,1,2003.0,1,0.028169014084507043
NO,1,2003.0,2,0.07042253521126761
NO,1,2003.0,3,0.07042253521126761
NO,1,2003.0,4,0.14084507042253522
NO,1,2003.0,5,0.11267605633802817
NO,1,2003.0,6,0.16901408450704225
NO,1,2003.0,7,0.1267605633802817
NO,1,2003.0,8,0.15492957746478872
NO,1,2003.0,9,0.07042253521126761
NO,1,2003.0,10,0.028169014084507043
NO,1,2003.0,88,0.014084507042253521
NO,2,2004.0,0,0.014367816091954023
NO,2,2004.0,1,0.010919540229885057
NO,2,2004.0,2,0.03333333333333333
NO,2,2004.0,3,0.07931034482758621
NO,2,2004.0,4,0.067816091954023
NO,2,2004.0,5,0.12643678160919541
NO,2,2004.0,6,0.1074712643678161
NO,2,2004.0,7,0.18620689655172415
NO,2,2004.0,8,0.20172413793103447
NO,2,2004.0,9,0.11149425287356322
NO,2,2004.0,10,0.051149425287356325
NO,2,2004.0,77,0.0011494252873563218
NO,2,2004.0,88,0.008620689655172414
NO,2,2005.0,4,0.15
NO,2,2005.0,5,0.1
NO,2,2005.0,6,0.05
NO,2,2005.0,7,0.2
NO,2,2005.0,8,0.3
NO,2,2005.0,9,0.05
NO,2,2005.0,10,0.15
PL,1,2002.0,0,0.15023696682464455
PL,1,2002.0,1,0.1033175355450237
PL,1,2002.0,2,0.1876777251184834
PL,1,2002.0,3,0.2161137440758294
PL,1,2002.0,4,0.13127962085308056
PL,1,2002.0,5,0.10758293838862559
PL,1,2002.0,6,0.037914691943127965
PL,1,2002.0,7,0.02132701421800948
PL,1,2002.0,8,0.007582938388625593
PL,1,2002.0,9,0.0037914691943127963
PL,1,2002.0,10,0.0014218009478672985
PL,1,2002.0,88,0.031279620853080566
PL,1,2002.0,99,0.00047393364928909954
PL,2,2004.0,0,0.1346153846153846
PL,2,2004.0,1,0.08682983682983683
PL,2,2004.0,2,0.14277389277389277
PL,2,2004.0,3,0.1789044289044289
PL,2,2004.0,4,0.13986013986013987
PL,2,2004.0,5,0.175990675990676
PL,2,2004.0,6,0.06060606060606061
PL,2,2004.0,7,0.0337995337995338
PL,2,2004.0,8,0.0168997668997669
PL,2,2004.0,9,0.0005827505827505828
PL,2,2004.0,10,0.0011655011655011655
PL,2,2004.0,88,0.027972027972027972
PT,1,2002.0,0,0.1166902404526167
PT,1,2002.0,1,0.13012729844413012
PT,1,2002.0,2,0.1676096181046676
PT,1,2002.0,3,0.1958981612446959
PT,1,2002.0,4,0.1371994342291372
PT,1,2002.0,5,0.13932107496463933
PT,1,2002.0,6,0.04455445544554455
PT,1,2002.0,7,0.012022630834512023
PT,1,2002.0,8,0.006364922206506365
PT,1,2002.0,9,0.0014144271570014145
PT,1,2002.0,10,0.002828854314002829
PT,1,2002.0,77,0.002828854314002829
PT,1,2002.0,88,0.036775106082036775
PT,1,2002.0,99,0.006364922206506365
PT,1,2003.0,0,0.05154639175257732
PT,1,2003.0,1,0.061855670103092786
PT,1,2003.0,2,0.12371134020618557
PT,1,2003.0,3,0.31958762886597936
PT,1,2003.0,4,0.16494845360824742
PT,1,2003.0,5,0.13402061855670103
PT,1,2003.0,6,0.09278350515463918
PT,1,2003.0,7,0.030927835051546393
PT,1,2003.0,88,0.020618556701030927
PT,2,2004.0,0,0.07731958762886598
PT,2,2004.0,1,0.18213058419243985
PT,2,2004.0,2,0.20962199312714777
PT,2,2004.0,3,0.218213058419244
PT,2,2004.0,4,0.11512027491408934
PT,2,2004.0,5,0.11683848797250859
PT,2,2004.0,6,0.03608247422680412
PT,2,2004.0,7,0.010309278350515464
PT,2,2004.0,8,0.005154639175257732
PT,2,2004.0,9,0.005154639175257732
PT,2,2004.0,88,0.020618556701030927
PT,2,2004.0,99,0.003436426116838488
PT,2,2005.0,0,0.11564625850340136
PT,2,2005.0,1,0.16802721088435374
PT,2,2005.0,2,0.19115646258503402
PT,2,2005.0,3,0.22585034013605443
PT,2,2005.0,4,0.13945578231292516
PT,2,2005.0,5,0.10136054421768707
PT,2,2005.0,6,0.023809523809523808
PT,2,2005.0,7,0.007482993197278911
PT,2,2005.0,8,0.007482993197278911
PT,2,2005.0,10,0.0006802721088435374
PT,2,2005.0,77,0.0006802721088435374
PT,2,2005.0,88,0.014285714285714285
PT,2,2005.0,99,0.004081632653061225
SE,1,2002.0,0,0.018009004502251125
SE,1,2002.0,1,0.016508254127063533
SE,1,2002.0,2,0.05302651325662831
SE,1,2002.0,3,0.12506253126563283
SE,1,2002.0,4,0.12856428214107055
SE,1,2002.0,5,0.19959979989994997
SE,1,2002.0,6,0.15607803901950976
SE,1,2002.0,7,0.15507753876938468
SE,1,2002.0,8,0.07903951975987994
SE,1,2002.0,9,0.014507253626813406
SE,1,2002.0,10,0.01200600300150075
SE,1,2002.0,77,0.0015007503751875938
SE,1,2002.0,88,0.04102051025512756
SE,2,2004.0,0,0.025655021834061136
SE,2,2004.0,1,0.025109170305676855
SE,2,2004.0,2,0.06877729257641921
SE,2,2004.0,3,0.10807860262008734
SE,2,2004.0,4,0.125
SE,2,2004.0,5,0.1965065502183406
SE,2,2004.0,6,0.17085152838427947
SE,2,2004.0,7,0.15884279475982532
SE,2,2004.0,8,0.06277292576419213
SE,2,2004.0,9,0.018013100436681223
SE,2,2004.0,10,0.007641921397379912
SE,2,2004.0,88,0.03220524017467249
SE,2,2004.0,99,0.0005458515283842794
SE,2,2005.0,0,0.017241379310344827
SE,2,2005.0,1,0.0603448275862069
SE,2,2005.0,2,0.0603448275862069
SE,2,2005.0,3,0.1206896551724138
SE,2,2005.0,4,0.1206896551724138
SE,2,2005.0,5,0.1724137931034483
SE,2,2005.0,6,0.13793103448275862
SE,2,2005.0,7,0.1724137931034483
SE,2,2005.0,8,0.0603448275862069
SE,2,2005.0,9,0.04310344827586207
SE,2,2005.0,10,0.008620689655172414
SE,2,2005.0,88,0.02586206896551724
SI,1,2002.0,0,0.086899275839368
SI,1,2002.0,1,0.05332455562870309
SI,1,2002.0,2,0.11323238973008558
SI,1,2002.0,3,0.14812376563528637
SI,1,2002.0,4,0.10664911125740618
SI,1,2002.0,5,0.19815668202764977
SI,1,2002.0,6,0.11257406188281764
SI,1,2002.0,7,0.0967741935483871
SI,1,2002.0,8,0.04476629361421988
SI,1,2002.0,9,0.007241606319947334
SI,1,2002.0,10,0.01184990125082291
SI,1,2002.0,88,0.016458196181698487
SI,1,2002.0,99,0.003949967083607637
SI,2,2004.0,0,0.04230235783633842
SI,2,2004.0,1,0.03536754507628294
SI,2,2004.0,2,0.09847434119278779
SI,2,2004.0,3,0.15325936199722606
SI,2,2004.0,4,0.11373092926490985
SI,2,2004.0,5,0.21428571428571427
SI,2,2004.0,6,0.14008321775312066
SI,2,2004.0,7,0.10748959778085991
SI,2,2004.0,8,0.05062413314840499
SI,2,2004.0,9,0.011095700416088766
SI,2,2004.0,10,0.0062413314840499305
SI,2,2004.0,88,0.02288488210818308
SI,2,2004.0,99,0.004160887656033287
SK,2,2004.0,0,0.15873015873015872
SK,2,2004.0,1,0.09060846560846561
SK,2,2004.0,2,0.13756613756613756
SK,2,2004.0,3,0.16997354497354497
SK,2,2004.0,4,0.12433862433862433
SK,2,2004.0,5,0.14417989417989419
SK,2,2004.0,6,0.06084656084656084
SK,2,2004.0,7,0.041666666666666664
SK,2,2004.0,8,0.016534391534391533
SK,2,2004.0,9,0.007275132275132275
SK,2,2004.0,10,0.0026455026455026454
SK,2,2004.0,88,0.04431216931216931
SK,2,2004.0,99,0.0013227513227513227
TR,2,2005.0,0,0.2
TR,2,2005.0,1,0.13548387096774195
TR,2,2005.0,2,0.11612903225806452
TR,2,2005.0,3,0.06451612903225806
TR,2,2005.0,4,0.03225806451612903
TR,2,2005.0,5,0.14193548387096774
TR,2,2005.0,6,0.04516129032258064
TR,2,2005.0,7,0.06451612903225806
TR,2,2005.0,8,0.05806451612903226
TR,2,2005.0,9,0.04516129032258064
TR,2,2005.0,10,0.06451612903225806
TR,2,2005.0,88,0.03225806451612903
TR,2,2006.0,0,0.13462669018224574
TR,2,2006.0,1,0.04997060552616108
TR,2,2006.0,2,0.06819517930629042
TR,2,2006.0,3,0.07113462669018225
TR,2,2006.0,4,0.06172839506172839
TR,2,2006.0,5,0.14873603762492651
TR,2,2006.0,6,0.07936507936507936
TR,2,2006.0,7,0.09347442680776014
TR,2,2006.0,8,0.09641387419165197
TR,2,2006.0,9,0.041740152851263965
TR,2,2006.0,10,0.0993533215755438
TR,2,2006.0,88,0.05526161081716637
UA,2,2005.0,0,0.15115706548498276
UA,2,2005.0,1,0.08321024126046282
UA,2,2005.0,2,0.14081733136386015
UA,2,2005.0,3,0.21418020679468242
UA,2,2005.0,4,0.11915312653865091
UA,2,2005.0,5,0.13687838503200395
UA,2,2005.0,6,0.04382077794190054
UA,2,2005.0,7,0.0310192023633678
UA,2,2005.0,8,0.008370260955194485
UA,2,2005.0,9,0.006400787789266372
UA,2,2005.0,10,0.002461841457410143
UA,2,2005.0,88,0.0620384047267356
UA,2,2005.0,99,0.0004923682914820286
